time,steam_flow,steam_p,steam_t,feedwater_t,o2,fluegas_t
2024-02-03 07:00:00,27.318,3.8936,397.72,105.12,7.97,196.8
2024-02-03 08:00:00,27.218,3.9087,402.99,104.37,10.25,204.4
2024-02-03 09:00:00,26.967,3.9107,404.27,107.57,6.97,190.2
2024-02-03 10:00:00,25.791,3.9211,399.64,104.48,8.88,179.1
2024-02-03 11:00:00,26.697,3.9172,398.72,103.36,7.03,171.4
2024-02-03 12:00:00,27.091,3.9865,405.32,107.97,8.87,189.0
2024-02-03 13:00:00,25.879,3.9227,398.52,103.49,6.99,179.0
2024-02-03 14:00:00,27.842,3.8763,399.58,104.78,9.02,179.6
2024-02-03 15:00:00,28.712,3.9005,399.11,104.72,6.62,185.8
2024-02-03 16:00:00,27.235,3.8836,398.05,104.8,8.11,185.6
2024-02-03 17:00:00,26.682,3.8936,398.17,105.92,8.57,179.8
2024-02-03 18:00:00,26.828,3.8445,401.78,104.87,7.94,191.1
2024-02-03 19:00:00,27.517,3.9113,404.23,104.03,8.85,209.6
2024-02-03 20:00:00,26.184,3.8631,396.17,103.31,8.0,194.5
2024-02-03 21:00:00,25.81,3.9003,399.14,105.72,7.24,193.9
2024-02-03 22:00:00,28.322,3.9283,401.3,102.22,7.25,173.9
2024-02-03 23:00:00,28.391,3.9095,401.45,104.75,9.31,187.6
2024-02-04 00:00:00,25.278,3.8537,404.45,103.54,7.07,185.3
2024-02-04 01:00:00,23.221,3.8501,399.49,103.33,7.93,186.6
2024-02-04 02:00:00,24.133,3.9503,395.9,102.74,7.5,195.6
2024-02-04 03:00:00,24.977,3.8708,398.52,105.64,9.15,189.7
2024-02-04 04:00:00,24.275,3.9167,405.17,103.18,8.34,180.1
2024-02-04 05:00:00,24.814,3.9417,401.09,102.81,7.76,186.5
2024-02-04 06:00:00,25.261,3.8457,399.69,105.7,8.98,193.9
2024-02-04 07:00:00,25.811,3.927,402.14,106.83,7.39,198.5
2024-02-04 08:00:00,23.515,3.8654,400.28,104.18,9.16,192.3
2024-02-04 09:00:00,26.145,3.8676,400.22,103.27,6.32,186.3
2024-02-04 10:00:00,24.968,3.8712,397.95,103.02,7.25,185.1
2024-02-04 11:00:00,23.731,3.9097,392.43,101.2,7.76,194.1
2024-02-04 12:00:00,24.596,3.8267,399.2,101.82,8.29,206.1
2024-02-04 13:00:00,25.085,3.8497,401.67,105.93,7.16,197.7
2024-02-04 14:00:00,24.542,3.9202,402.04,102.61,6.93,213.8
2024-02-04 15:00:00,26.066,3.9737,401.41,104.47,8.5,187.2
2024-02-04 16:00:00,24.818,3.9271,401.73,103.76,7.67,205.8
2024-02-04 17:00:00,24.656,3.8656,400.43,103.33,6.62,177.2
2024-02-04 18:00:00,22.882,3.8152,403.24,103.6,5.47,182.8
2024-02-04 19:00:00,25.786,3.8226,402.75,102.22,7.54,185.0
2024-02-04 20:00:00,25.359,3.8598,398.86,102.47,8.67,191.3
2024-02-04 21:00:00,23.76,3.8513,398.35,103.43,7.77,192.0
2024-02-04 22:00:00,24.741,3.9502,397.14,104.38,9.01,196.4
2024-02-04 23:00:00,25.299,3.8849,396.77,101.42,7.4,181.7
2024-02-05 00:00:00,27.295,3.841,401.36,104.21,9.48,179.7
2024-02-05 01:00:00,27.343,3.8284,401.77,106.11,7.52,193.1
2024-02-05 02:00:00,27.055,3.8586,396.84,101.71,7.94,179.3
2024-02-05 03:00:00,27.621,3.8992,403.3,104.04,9.72,203.3
2024-02-05 04:00:00,26.07,3.9016,393.69,104.43,7.18,198.1
2024-02-05 05:00:00,26.893,3.8595,402.89,102.22,7.26,170.4
2024-02-05 06:00:00,25.749,3.8622,401.59,105.23,7.71,199.9
2024-02-05 07:00:00,27.255,3.7874,398.76,103.59,9.38,197.2
2024-02-05 08:00:00,26.499,3.8666,401.43,105.93,7.88,179.3
2024-02-05 09:00:00,27.04,3.8209,398.94,105.37,7.23,188.0
2024-02-05 10:00:00,25.197,3.9821,399.77,104.8,7.52,209.1
2024-02-05 11:00:00,27.38,3.9043,401.51,101.44,8.2,202.7
2024-02-05 12:00:00,25.876,3.8848,398.82,104.67,8.16,172.9
2024-02-05 13:00:00,26.84,3.8779,399.8,103.33,7.5,191.6
2024-02-05 14:00:00,25.295,3.8292,399.3,105.68,7.68,187.1
2024-02-05 15:00:00,26.102,3.9017,398.58,106.2,8.23,190.4
2024-02-05 16:00:00,26.563,3.936,403.41,103.78,8.1,192.8
2024-02-05 17:00:00,25.815,3.8685,399.52,104.57,7.95,165.7
2024-02-05 18:00:00,25.334,3.9063,398.62,103.94,7.58,200.2
2024-02-05 19:00:00,26.613,3.9369,396.35,105.61,7.45,208.8
2024-02-05 20:00:00,25.947,3.8911,394.4,104.32,7.26,183.2
2024-02-05 21:00:00,26.899,4.0098,398.26,102.09,6.24,183.3
2024-02-05 22:00:00,26.539,3.8306,396.93,106.04,8.88,201.6
2024-02-05 23:00:00,25.443,3.8598,396.66,103.45,7.75,194.3
2024-02-06 00:00:00,3.546,3.927,402.4,105.43,7.73,186.9
2024-02-06 01:00:00,3.863,4.0044,399.59,102.69,7.34,186.2
2024-02-06 02:00:00,4.573,3.8938,400.15,106.47,7.45,191.0
2024-02-06 03:00:00,5.497,3.8331,396.89,105.66,7.12,194.3
2024-02-06 04:00:00,5.466,3.9378,405.45,102.97,7.25,190.4
2024-02-06 05:00:00,5.96,3.8383,397.56,103.59,9.28,198.2
2024-02-06 06:00:00,7.244,3.9477,399.18,102.33,8.56,181.3
2024-02-06 07:00:00,7.938,3.8841,397.78,104.73,8.27,195.4
2024-02-06 08:00:00,7.812,3.9172,395.81,104.69,6.8,192.9
2024-02-06 09:00:00,8.739,3.954,401.46,102.57,7.78,198.3
2024-02-06 10:00:00,9.538,3.8733,401.47,106.2,7.44,195.3
2024-02-06 11:00:00,9.985,3.8954,401.05,106.26,8.39,192.4
2024-02-06 12:00:00,10.263,3.8844,396.5,102.48,6.84,187.7
2024-02-06 13:00:00,10.357,3.8181,403.43,103.7,8.78,203.7
2024-02-06 14:00:00,12.322,3.8983,392.93,104.73,7.97,175.1
2024-02-06 15:00:00,10.518,3.9547,403.29,105.98,9.18,202.4
2024-02-06 16:00:00,12.935,3.9212,403.15,104.88,8.16,196.9
2024-02-06 17:00:00,12.866,3.8624,406.12,107.45,9.05,182.8
2024-02-06 18:00:00,13.513,3.9529,401.7,103.89,9.47,191.5
2024-02-06 19:00:00,13.793,3.9047,398.29,105.55,6.71,191.2
2024-02-06 20:00:00,14.28,3.9841,402.18,102.36,8.72,198.6
2024-02-06 21:00:00,13.852,3.8752,396.5,103.61,8.23,218.6
2024-02-06 22:00:00,14.144,3.9121,395.09,102.31,7.57,189.3
2024-02-06 23:00:00,13.69,3.957,404.83,106.01,7.52,186.2
2024-02-07 00:00:00,26.479,3.8289,396.24,104.71,7.4,197.0
2024-02-07 01:00:00,26.929,3.8781,400.36,104.24,10.36,183.8
2024-02-07 02:00:00,27.408,3.8345,399.01,106.3,8.53,209.6
2024-02-07 03:00:00,25.769,3.86,400.63,102.5,7.5,176.9
2024-02-07 04:00:00,27.709,3.8829,399.92,102.12,7.71,207.6
2024-02-07 05:00:00,27.756,3.9033,397.56,103.65,8.1,210.0
2024-02-07 06:00:00,27.313,3.891,399.61,102.45,8.23,180.1
2024-02-07 07:00:00,26.54,3.8808,406.71,106.7,7.88,198.9
2024-02-07 08:00:00,27.304,3.9348,399.98,105.25,9.43,190.2
2024-02-07 09:00:00,28.218,3.9044,402.85,102.51,8.55,182.6
2024-02-07 10:00:00,26.574,3.9093,407.13,104.66,9.03,197.0
2024-02-07 11:00:00,26.944,3.8438,397.22,101.4,8.4,190.2
2024-02-07 12:00:00,27.276,3.9285,406.26,103.62,8.3,196.2
2024-02-07 13:00:00,27.791,3.8931,404.27,103.22,8.12,172.9
2024-02-07 14:00:00,27.319,3.896,399.11,103.04,8.48,199.0
2024-02-07 15:00:00,29.264,3.8747,402.15,105.03,9.17,185.6
2024-02-07 16:00:00,26.656,3.9044,398.48,104.2,7.5,191.8
2024-02-07 17:00:00,28.08,3.9091,401.63,105.34,8.73,194.8
2024-02-07 18:00:00,25.864,3.8474,404.64,102.96,7.94,201.4
2024-02-07 19:00:00,26.436,3.7985,397.54,105.33,8.84,196.9
2024-02-07 20:00:00,29.03,3.9658,394.4,101.3,7.9,171.8
2024-02-07 21:00:00,27.913,3.7995,400.18,102.47,8.5,210.8
2024-02-07 22:00:00,27.188,3.774,397.96,102.8,8.05,205.4
2024-02-07 23:00:00,26.748,3.8647,395.69,101.56,6.95,188.3
2024-02-08 00:00:00,26.294,3.9098,398.33,104.54,7.43,200.5
2024-02-08 01:00:00,24.79,3.8162,400.34,103.03,9.11,183.9
2024-02-08 02:00:00,26.087,3.9177,403.79,106.01,6.95,170.0
2024-02-08 03:00:00,25.218,3.9315,402.62,103.11,9.57,189.1
2024-02-08 04:00:00,26.919,3.898,395.85,103.26,8.76,201.2
2024-02-08 05:00:00,25.962,4.0106,401.09,105.16,8.55,188.3
2024-02-08 06:00:00,24.992,3.9121,400.05,103.55,8.36,188.5
2024-02-08 07:00:00,26.76,3.9524,399.06,106.49,8.11,176.1
2024-02-08 08:00:00,24.94,3.8856,402.27,103.37,9.07,213.8
2024-02-08 09:00:00,25.227,3.9164,397.95,106.24,6.71,200.5
2024-02-08 10:00:00,25.63,3.9153,401.35,103.33,7.45,210.4
2024-02-08 11:00:00,26.402,3.9288,405.07,103.23,8.88,190.0
2024-02-08 12:00:00,24.687,3.8731,400.99,102.92,7.34,198.6
2024-02-08 13:00:00,26.041,3.8832,395.67,105.15,9.05,192.9
2024-02-08 14:00:00,26.434,3.8997,404.08,105.85,8.38,201.6
2024-02-08 15:00:00,25.887,3.9857,403.92,104.08,9.15,194.8
2024-02-08 16:00:00,25.819,3.9211,399.08,105.19,8.09,192.6
2024-02-08 17:00:00,27.527,3.7863,399.37,106.28,7.51,178.9
2024-02-08 18:00:00,26.987,3.995,399.37,104.69,7.84,182.6
2024-02-08 19:00:00,26.397,3.9423,400.68,102.69,8.28,185.8
2024-02-08 20:00:00,25.51,3.9193,400.62,102.16,8.74,187.2
2024-02-08 21:00:00,25.668,3.8504,398.19,101.96,7.99,183.1
2024-02-08 22:00:00,25.558,3.9633,398.19,105.49,7.39,190.6
2024-02-08 23:00:00,24.603,3.9093,402.03,99.41,7.33,194.5
2024-02-09 00:00:00,26.899,3.8707,399.57,104.9,8.3,174.1
2024-02-09 01:00:00,27.33,3.8645,400.48,104.28,7.8,202.6
2024-02-09 02:00:00,27.293,3.9256,405.38,103.43,7.96,200.0
2024-02-09 03:00:00,26.702,3.8582,401.66,105.1,7.01,196.8
2024-02-09 04:00:00,26.255,3.9028,400.71,106.21,8.3,201.7
2024-02-09 05:00:00,26.562,3.9196,398.42,106.1,8.09,185.2
2024-02-09 06:00:00,27.581,3.9439,401.72,104.66,8.34,194.2
2024-02-09 07:00:00,26.766,3.8864,401.42,103.55,9.24,191.6
2024-02-09 08:00:00,26.735,3.8173,399.16,103.96,6.65,184.4
2024-02-09 09:00:00,26.15,3.8982,402.57,101.46,8.41,201.5
2024-02-09 10:00:00,27.604,3.8992,395.56,105.01,8.15,197.1
2024-02-09 11:00:00,27.33,3.8947,396.04,103.04,6.89,193.9
2024-02-09 12:00:00,26.444,3.8002,393.99,104.78,6.88,172.5
2024-02-09 13:00:00,27.525,3.888,397.82,103.94,9.1,189.1
2024-02-09 14:00:00,27.742,3.9322,399.7,105.23,7.14,176.7
2024-02-09 15:00:00,26.163,3.9537,397.87,103.53,7.27,190.4
2024-02-09 16:00:00,26.238,3.9311,397.62,103.92,8.68,180.6
2024-02-09 17:00:00,25.797,3.8461,394.59,105.44,8.05,198.4
2024-02-09 18:00:00,26.305,3.9019,402.89,104.49,9.07,188.2
2024-02-09 19:00:00,25.096,3.838,397.07,103.67,7.31,178.4
2024-02-09 20:00:00,26.227,3.8269,399.92,103.77,8.42,203.6
2024-02-09 21:00:00,26.559,3.9835,398.35,103.09,7.56,180.3
2024-02-09 22:00:00,27.631,3.798,401.0,104.49,8.12,188.5
2024-02-09 23:00:00,27.185,3.9623,398.96,104.18,8.89,169.7
2024-02-10 00:00:00,26.949,3.8549,398.82,105.42,8.54,190.4
2024-02-10 01:00:00,25.936,3.8676,400.19,105.03,8.82,192.6
2024-02-10 02:00:00,26.381,3.9526,398.64,103.86,8.18,187.3
2024-02-10 03:00:00,26.883,3.8883,399.11,107.65,7.42,198.1
2024-02-10 04:00:00,26.499,3.8625,401.15,102.27,7.08,193.2
2024-02-10 05:00:00,24.566,3.8048,397.82,102.9,8.15,170.4
2024-02-10 06:00:00,26.49,3.8682,399.32,102.31,7.15,216.3
2024-02-10 07:00:00,26.446,3.8918,405.26,105.79,5.49,188.8
2024-02-10 08:00:00,26.813,3.8639,398.27,104.93,7.65,186.2
2024-02-10 09:00:00,25.281,3.8836,398.83,103.95,8.68,185.9
2024-02-10 10:00:00,24.382,3.8277,402.14,102.66,7.61,197.7
2024-02-10 11:00:00,28.036,3.8021,404.25,104.52,7.85,171.0
2024-02-10 12:00:00,25.173,3.9478,393.86,107.11,8.22,188.2
2024-02-10 13:00:00,24.448,3.8952,402.77,104.56,8.31,192.0
2024-02-10 14:00:00,26.573,3.9413,405.84,102.78,7.81,198.5
2024-02-10 15:00:00,25.807,3.8104,400.14,102.94,8.91,203.3
2024-02-10 16:00:00,27.159,3.9721,403.56,103.69,7.08,195.7
2024-02-10 17:00:00,27.952,3.9257,404.41,105.38,8.35,177.9
2024-02-10 18:00:00,26.368,3.96,399.58,103.88,7.17,175.6
2024-02-10 19:00:00,25.649,3.8268,403.02,106.23,6.84,197.3
2024-02-10 20:00:00,26.5,3.8719,400.05,106.6,7.86,195.4
2024-02-10 21:00:00,25.768,3.8925,392.79,103.71,8.4,171.5
2024-02-10 22:00:00,26.044,3.7906,401.79,103.48,8.27,171.4
2024-02-10 23:00:00,26.343,3.9064,395.93,105.27,9.31,185.9
2024-02-11 00:00:00,21.723,3.9222,406.27,103.45,7.12,189.3
2024-02-11 01:00:00,21.539,3.8914,396.04,102.11,9.39,193.9
2024-02-11 02:00:00,21.817,3.8688,404.68,103.14,8.71,193.9
2024-02-11 03:00:00,22.912,3.9247,397.35,102.36,7.99,186.9
2024-02-11 04:00:00,22.893,3.8768,394.92,103.49,9.51,174.4
2024-02-11 05:00:00,22.126,3.9379,404.82,104.37,9.24,185.8
2024-02-11 06:00:00,22.512,3.8824,394.73,104.34,6.23,207.8
2024-02-11 07:00:00,23.757,3.9591,397.32,103.48,8.36,201.7
2024-02-11 08:00:00,22.077,3.8765,400.61,106.07,7.59,205.4
2024-02-11 09:00:00,22.362,3.8715,399.32,103.04,8.19,186.7
2024-02-11 10:00:00,21.709,3.9116,398.01,103.83,8.76,199.0
2024-02-11 11:00:00,22.299,3.9036,399.79,99.19,7.54,186.4
2024-02-11 12:00:00,22.805,3.962,398.58,102.69,6.89,194.0
2024-02-11 13:00:00,22.677,3.8668,403.17,105.5,7.85,186.3
2024-02-11 14:00:00,21.979,3.9036,393.26,101.27,7.78,192.5
2024-02-11 15:00:00,22.964,3.7801,404.16,101.11,8.33,191.7
2024-02-11 16:00:00,21.331,3.9124,399.12,103.59,8.1,176.9
2024-02-11 17:00:00,21.494,3.8083,401.55,104.67,7.15,178.3
2024-02-11 18:00:00,22.249,3.8514,400.92,104.95,6.95,190.4
2024-02-11 19:00:00,21.885,3.9402,394.16,105.61,7.78,190.3
2024-02-11 20:00:00,21.903,3.7946,400.55,105.42,8.64,188.8
2024-02-11 21:00:00,21.35,3.8214,402.21,103.75,8.16,185.0
2024-02-11 22:00:00,21.729,3.9183,395.96,105.29,8.23,197.0
2024-02-11 23:00:00,22.631,3.9623,399.59,105.02,8.36,193.9
2024-02-12 00:00:00,25.575,3.8321,403.0,106.5,8.3,200.5
2024-02-12 01:00:00,25.342,3.8281,405.77,104.0,7.25,194.6
2024-02-12 02:00:00,24.857,3.9396,402.1,103.67,8.42,176.8
2024-02-12 03:00:00,26.215,3.8956,397.3,104.31,7.79,192.3
2024-02-12 04:00:00,26.222,3.9198,399.66,103.75,7.95,199.3
2024-02-12 05:00:00,24.398,3.9284,400.92,101.25,7.56,189.9
2024-02-12 06:00:00,26.665,3.9101,398.2,104.55,8.39,194.3
2024-02-12 07:00:00,27.557,3.9138,396.02,105.67,7.33,209.0
2024-02-12 08:00:00,26.061,3.8927,400.13,104.36,8.98,198.1
2024-02-12 09:00:00,25.769,3.8498,400.64,105.29,8.18,187.6
2024-02-12 10:00:00,24.757,3.9998,400.24,104.13,8.04,185.7
2024-02-12 11:00:00,25.083,4.0204,397.17,103.35,6.91,187.5
2024-02-12 12:00:00,25.881,3.8812,404.88,105.49,7.56,181.0
2024-02-12 13:00:00,27.058,3.8832,399.56,105.96,8.85,190.7
2024-02-12 14:00:00,25.818,3.9047,400.37,103.34,8.76,192.3
2024-02-12 15:00:00,25.893,3.8877,396.95,105.6,8.27,184.2
2024-02-12 16:00:00,25.743,3.8131,399.84,105.57,8.37,187.0
2024-02-12 17:00:00,25.506,3.8836,399.45,103.82,6.89,181.0
2024-02-12 18:00:00,25.615,3.9045,402.46,104.61,8.13,178.2
2024-02-12 19:00:00,26.172,3.8227,398.48,104.22,7.33,200.5
2024-02-12 20:00:00,26.486,3.8491,397.05,104.44,7.99,211.2
2024-02-12 21:00:00,26.187,4.0154,395.98,102.35,7.33,177.3
2024-02-12 22:00:00,24.681,3.9856,401.3,105.46,8.55,190.4
2024-02-12 23:00:00,25.162,3.9483,405.1,101.54,9.07,196.2
2024-02-13 00:00:00,26.227,3.8407,400.08,103.57,8.48,189.2
2024-02-13 01:00:00,25.891,3.906,398.59,105.67,8.9,194.3
2024-02-13 02:00:00,27.726,3.9018,399.6,107.19,6.62,200.3
2024-02-13 03:00:00,28.501,3.968,398.16,105.68,8.14,195.7
2024-02-13 04:00:00,26.513,3.885,403.74,102.98,7.13,181.1
2024-02-13 05:00:00,25.841,3.9273,404.74,106.77,6.43,183.7
2024-02-13 06:00:00,27.431,3.9296,399.9,105.85,8.78,187.6
2024-02-13 07:00:00,25.407,3.8923,402.34,104.95,8.75,196.1
2024-02-13 08:00:00,25.233,3.8424,404.96,105.51,8.9,201.8
2024-02-13 09:00:00,26.763,3.9548,397.95,105.08,8.05,177.3
2024-02-13 10:00:00,25.473,3.8445,401.62,104.36,7.92,189.5
2024-02-13 11:00:00,26.97,3.9882,399.12,102.62,7.89,181.0
2024-02-13 12:00:00,27.551,3.9175,400.95,105.43,7.09,182.4
2024-02-13 13:00:00,26.644,3.8482,400.44,102.37,7.13,180.3
2024-02-13 14:00:00,27.741,3.9533,403.51,104.94,8.42,187.5
2024-02-13 15:00:00,26.706,3.9066,403.07,101.15,8.87,200.5
2024-02-13 16:00:00,26.893,3.9918,402.33,104.44,8.19,198.9
2024-02-13 17:00:00,26.203,3.9782,394.35,103.07,8.08,183.9
2024-02-13 18:00:00,25.487,3.9539,392.35,105.32,7.89,193.5
2024-02-13 19:00:00,27.34,3.835,398.08,100.31,6.33,192.5
2024-02-13 20:00:00,28.565,3.9159,398.16,105.32,8.45,201.8
2024-02-13 21:00:00,28.033,3.9407,400.74,101.67,7.66,186.4
2024-02-13 22:00:00,26.529,3.9255,400.58,103.08,8.65,191.9
2024-02-13 23:00:00,26.325,3.9217,399.02,104.98,9.16,175.2
2024-02-14 00:00:00,21.271,3.889,401.34,106.07,9.65,190.7
2024-02-14 01:00:00,20.698,4.0014,403.01,104.66,9.01,180.6
2024-02-14 02:00:00,21.7,3.9305,400.72,102.6,8.47,215.9
2024-02-14 03:00:00,20.239,3.9822,401.4,105.19,7.76,214.4
2024-02-14 04:00:00,21.274,3.8794,398.73,105.75,9.06,172.7
2024-02-14 05:00:00,20.308,3.8772,392.61,102.89,7.48,198.4
2024-02-14 06:00:00,21.947,3.893,403.08,99.99,7.55,183.1
2024-02-14 07:00:00,21.454,3.8951,404.34,103.57,7.95,175.7
2024-02-14 08:00:00,22.011,3.8402,405.38,104.23,9.65,200.2
2024-02-14 09:00:00,20.286,3.8872,398.08,102.91,8.11,192.2
2024-02-14 10:00:00,20.756,3.8652,402.32,103.82,7.82,211.7
2024-02-14 11:00:00,21.265,3.8824,401.39,105.37,8.73,192.0
2024-02-14 12:00:00,20.323,3.9131,406.09,104.12,8.07,179.6
2024-02-14 13:00:00,20.757,3.8883,397.19,104.97,7.58,176.9
2024-02-14 14:00:00,20.37,3.8926,391.84,106.55,8.76,192.5
2024-02-14 15:00:00,20.554,3.8545,398.65,106.58,8.43,199.6
2024-02-14 16:00:00,21.887,3.848,395.0,103.66,7.0,194.5
2024-02-14 17:00:00,21.086,3.9073,398.94,102.58,8.45,181.2
2024-02-14 18:00:00,21.283,3.8272,397.21,103.11,8.88,207.3
2024-02-14 19:00:00,21.295,3.9556,400.85,106.57,6.82,188.7
2024-02-14 20:00:00,21.484,3.9632,398.39,102.68,7.93,182.4
2024-02-14 21:00:00,20.311,3.8278,397.97,105.13,8.38,192.9
2024-02-14 22:00:00,21.428,3.8755,403.87,102.29,7.48,189.9
2024-02-14 23:00:00,19.89,3.9036,405.2,104.05,8.69,183.2
2024-02-15 00:00:00,26.911,3.8557,398.13,100.68,8.94,201.7
2024-02-15 01:00:00,27.254,3.9194,400.73,104.88,8.73,202.7
2024-02-15 02:00:00,26.846,3.8985,403.22,104.45,8.66,194.9
2024-02-15 03:00:00,27.666,3.8754,399.37,103.69,7.95,202.3
2024-02-15 04:00:00,27.118,3.9364,401.82,105.38,9.91,189.9
2024-02-15 05:00:00,26.326,3.8647,399.92,105.63,7.52,193.0
2024-02-15 06:00:00,26.862,3.8393,395.83,102.23,7.74,194.9
2024-02-15 07:00:00,26.653,3.9869,399.31,103.47,7.16,190.8
2024-02-15 08:00:00,27.338,3.9457,400.61,104.1,7.98,201.5
2024-02-15 09:00:00,26.274,3.838,396.53,103.09,8.96,194.7
2024-02-15 10:00:00,27.719,3.9377,399.79,106.29,7.21,190.5
2024-02-15 11:00:00,26.782,3.8571,399.0,104.51,8.45,203.7
2024-02-15 12:00:00,26.134,3.8783,402.17,104.03,8.7,174.3
2024-02-15 13:00:00,27.471,3.8966,400.26,105.19,7.81,176.5
2024-02-15 14:00:00,26.609,3.8449,406.05,101.24,8.35,177.0
2024-02-15 15:00:00,27.451,3.8634,395.14,103.24,8.64,206.0
2024-02-15 16:00:00,28.482,4.0099,400.76,104.91,8.28,190.5
2024-02-15 17:00:00,26.514,3.8921,400.61,102.55,7.52,181.3
2024-02-15 18:00:00,27.273,3.9036,401.05,104.42,8.55,177.4
2024-02-15 19:00:00,26.652,3.9029,405.74,101.73,7.94,173.1
2024-02-15 20:00:00,28.018,3.8807,400.28,104.29,8.1,197.5
2024-02-15 21:00:00,27.845,3.9551,395.99,102.14,8.09,191.8
2024-02-15 22:00:00,27.56,3.8504,399.65,103.17,8.35,185.5
2024-02-15 23:00:00,28.539,3.9104,399.26,104.38,9.13,185.8
2024-02-16 00:00:00,25.586,3.92,400.94,103.56,8.5,200.2
2024-02-16 01:00:00,26.614,4.025,398.79,103.73,6.79,206.6
2024-02-16 02:00:00,27.272,3.9443,397.5,107.15,9.93,190.2
2024-02-16 03:00:00,25.1,3.9269,397.09,103.65,9.08,186.6
2024-02-16 04:00:00,27.103,3.9263,402.45,105.17,8.1,188.4
2024-02-16 05:00:00,26.417,3.8157,402.81,102.94,7.59,176.8
2024-02-16 06:00:00,26.36,3.8579,401.31,102.99,8.43,188.3
