time,steam_flow,steam_p,steam_t,feedwater_t,o2,fluegas_t
2026-02-07 03:00:00,31.139,3.8971,401.26,103.7,7.32,185.3
2026-02-07 04:00:00,30.618,3.838,404.55,107.36,6.22,199.1
2026-02-07 05:00:00,29.928,3.9303,400.57,103.74,8.71,191.0
2026-02-07 06:00:00,31.643,3.9165,395.8,103.78,8.01,184.5
2026-02-07 07:00:00,29.233,3.9969,399.84,103.98,6.74,195.6
2026-02-07 08:00:00,30.224,3.9545,405.03,103.08,7.45,201.6
2026-02-07 09:00:00,31.292,3.9165,402.2,103.57,8.0,190.2
2026-02-07 10:00:00,28.434,3.9373,402.36,102.68,7.59,193.2
2026-02-07 11:00:00,30.975,3.9019,398.73,104.65,8.12,180.5
2026-02-07 12:00:00,30.047,3.8831,402.02,102.11,7.39,186.4
2026-02-07 13:00:00,30.357,4.017,399.56,105.58,8.63,202.8
2026-02-07 14:00:00,31.869,3.9292,397.24,103.52,9.19,211.2
2026-02-07 15:00:00,31.469,4.0184,402.09,102.82,8.1,193.1
2026-02-07 16:00:00,31.156,3.9432,397.5,105.77,7.58,193.0
2026-02-07 17:00:00,30.915,3.9355,401.6,103.24,7.92,199.4
2026-02-07 18:00:00,29.926,3.8438,392.6,104.06,7.31,190.2
2026-02-07 19:00:00,29.379,3.8795,398.97,105.42,7.33,178.5
2026-02-07 20:00:00,30.425,3.9412,397.36,104.77,8.02,195.0
2026-02-07 21:00:00,28.664,3.9052,399.29,104.32,7.48,188.9
2026-02-07 22:00:00,28.372,3.8995,404.04,104.3,8.06,193.5
2026-02-07 23:00:00,31.581,3.8671,395.69,102.37,7.48,191.0
2026-02-08 00:00:00,29.79,3.8641,397.02,105.32,8.85,182.4
2026-02-08 01:00:00,29.735,3.8911,398.56,103.81,7.32,173.2
2026-02-08 02:00:00,27.859,3.8626,400.87,104.58,8.67,182.1
2026-02-08 03:00:00,29.048,3.8284,397.06,105.51,7.89,208.5
2026-02-08 04:00:00,29.659,3.8762,397.9,100.91,9.03,199.7
2026-02-08 05:00:00,32.175,4.0022,400.96,102.44,6.59,186.1
2026-02-08 06:00:00,29.046,3.8266,402.05,105.43,7.21,187.4
2026-02-08 07:00:00,27.852,3.9498,397.31,102.29,6.43,179.7
2026-02-08 08:00:00,27.564,3.9521,401.85,102.14,7.28,189.1
2026-02-08 09:00:00,29.162,3.8464,403.99,104.93,9.6,162.1
2026-02-08 10:00:00,27.687,3.9352,400.62,103.55,7.06,194.9
2026-02-08 11:00:00,28.616,3.9673,403.28,105.36,6.51,193.1
2026-02-08 12:00:00,30.605,3.9916,403.72,105.7,7.38,204.6
2026-02-08 13:00:00,30.717,3.921,401.53,103.77,8.15,186.9
2026-02-08 14:00:00,29.492,3.891,395.4,103.06,8.32,192.0
2026-02-08 15:00:00,30.35,3.948,403.89,103.92,8.86,182.8
2026-02-08 16:00:00,28.484,3.9446,400.71,102.8,8.76,204.6
2026-02-08 17:00:00,29.748,3.9657,402.78,105.38,7.35,171.2
2026-02-08 18:00:00,28.774,3.7367,398.3,102.3,8.08,182.7
2026-02-08 19:00:00,29.069,3.8544,399.19,106.23,7.16,172.3
2026-02-08 20:00:00,30.306,3.9382,399.85,103.37,8.24,186.2
2026-02-08 21:00:00,29.915,3.8841,398.06,104.81,7.34,195.4
2026-02-08 22:00:00,28.029,3.8719,400.5,102.92,8.78,188.9
2026-02-08 23:00:00,29.249,3.8003,401.65,104.1,6.39,192.3
2026-02-09 00:00:00,28.127,3.8633,396.65,101.85,8.01,190.1
2026-02-09 01:00:00,27.667,4.0006,399.87,104.21,6.71,192.9
2026-02-09 02:00:00,28.625,3.8542,406.25,103.12,8.1,186.1
2026-02-09 03:00:00,27.516,3.7545,402.52,100.66,8.98,178.6
2026-02-09 04:00:00,27.399,4.0249,397.0,103.63,6.98,187.9
2026-02-09 05:00:00,28.185,3.9775,392.03,103.85,8.46,198.8
2026-02-09 06:00:00,27.192,3.903,405.56,104.52,9.68,177.6
2026-02-09 07:00:00,27.245,3.9006,396.84,104.94,7.08,193.2
2026-02-09 08:00:00,26.58,3.8561,400.7,104.87,7.21,174.6
2026-02-09 09:00:00,28.312,3.8485,401.14,105.93,8.5,174.5
2026-02-09 10:00:00,28.887,3.9553,398.16,103.33,9.13,193.0
2026-02-09 11:00:00,28.209,3.9543,401.59,108.24,9.11,191.5
2026-02-09 12:00:00,27.961,3.885,403.67,102.2,8.72,184.1
2026-02-09 13:00:00,26.312,3.9496,401.31,104.44,7.75,189.8
2026-02-09 14:00:00,27.333,3.9678,404.16,103.95,8.02,193.0
2026-02-09 15:00:00,28.635,3.9122,398.67,103.67,8.24,188.7
2026-02-09 16:00:00,27.551,3.963,401.33,105.41,7.31,198.6
2026-02-09 17:00:00,27.904,3.8885,398.02,103.08,7.64,191.5
2026-02-09 18:00:00,27.815,4.0024,401.54,104.41,7.95,182.3
2026-02-09 19:00:00,27.207,3.9195,395.51,106.49,9.29,175.4
2026-02-09 20:00:00,28.907,3.9572,403.51,105.07,9.35,182.3
2026-02-09 21:00:00,27.507,3.9324,400.27,101.9,8.69,200.7
2026-02-09 22:00:00,27.714,3.921,403.0,100.88,7.58,181.6
2026-02-09 23:00:00,27.77,3.8396,396.28,104.39,9.5,178.0
2026-02-10 00:00:00,29.607,3.9501,403.15,106.04,7.69,201.7
2026-02-10 01:00:00,26.96,3.862,401.12,105.23,6.93,171.3
2026-02-10 02:00:00,28.594,3.9168,402.22,103.95,6.98,201.8
2026-02-10 03:00:00,28.905,3.9107,406.69,104.43,9.25,189.1
2026-02-10 04:00:00,25.774,3.844,391.85,103.71,8.98,173.3
2026-02-10 05:00:00,28.862,3.8883,402.87,104.63,7.24,196.3
2026-02-10 06:00:00,28.217,3.9475,406.0,103.78,9.36,189.5
2026-02-10 07:00:00,28.77,3.9121,398.13,104.27,7.68,196.2
2026-02-10 08:00:00,27.354,3.8542,402.79,104.89,8.5,196.2
2026-02-10 09:00:00,29.143,3.9267,402.94,102.92,8.46,183.2
2026-02-10 10:00:00,27.205,3.8916,402.13,104.12,9.48,197.4
2026-02-10 11:00:00,28.623,3.9088,396.14,104.17,8.07,208.2
2026-02-10 12:00:00,27.59,3.8969,398.01,104.32,6.66,193.6
2026-02-10 13:00:00,28.273,3.9123,408.12,103.97,8.44,190.4
2026-02-10 14:00:00,29.186,4.0157,405.3,104.6,7.03,195.0
2026-02-10 15:00:00,26.854,3.8589,398.4,102.42,8.05,186.9
2026-02-10 16:00:00,27.629,3.9218,397.96,106.03,8.56,186.2
2026-02-10 17:00:00,28.633,3.8685,398.27,105.63,6.76,195.2
2026-02-10 18:00:00,29.894,3.7907,407.42,101.16,6.23,169.2
2026-02-10 19:00:00,27.254,3.8723,394.35,103.76,8.69,182.6
2026-02-10 20:00:00,28.346,3.9333,405.39,103.93,8.62,195.6
2026-02-10 21:00:00,28.287,3.8847,401.22,105.11,6.96,186.6
2026-02-10 22:00:00,28.533,3.9171,401.13,106.55,8.88,177.6
2026-02-10 23:00:00,29.603,3.866,397.58,105.7,7.76,173.1
2026-02-11 00:00:00,26.876,3.9246,401.75,101.9,8.68,184.0
2026-02-11 01:00:00,27.101,3.8381,397.15,101.03,7.39,201.2
2026-02-11 02:00:00,26.562,3.8724,404.28,104.36,8.65,193.7
2026-02-11 03:00:00,26.288,3.9083,401.42,105.77,8.51,199.3
2026-02-11 04:00:00,25.471,3.8052,401.04,104.27,8.38,180.0
2026-02-11 05:00:00,26.482,3.8468,400.32,103.92,7.87,193.4
2026-02-11 06:00:00,25.962,3.8999,402.2,106.34,8.35,198.5
2026-02-11 07:00:00,26.835,3.9861,406.48,103.05,8.58,193.3
2026-02-11 08:00:00,27.644,3.776,398.08,101.37,9.14,193.1
2026-02-11 09:00:00,26.903,3.9221,400.93,104.66,7.68,169.4
2026-02-11 10:00:00,26.63,3.898,398.33,103.1,9.09,182.6
2026-02-11 11:00:00,25.511,3.9348,404.55,102.05,7.21,179.4
2026-02-11 12:00:00,26.672,3.9294,404.37,103.94,7.81,184.0
2026-02-11 13:00:00,27.273,3.8703,397.5,103.67,7.99,194.2
2026-02-11 14:00:00,25.852,3.9899,405.91,102.3,8.13,179.8
2026-02-11 15:00:00,26.133,3.8376,399.17,104.43,8.15,176.4
2026-02-11 16:00:00,24.739,3.806,403.77,103.74,8.07,204.9
2026-02-11 17:00:00,25.549,3.9217,397.96,104.3,6.47,186.0
2026-02-11 18:00:00,26.298,3.906,395.63,103.63,8.73,189.1
2026-02-11 19:00:00,27.046,3.9341,400.77,103.45,8.07,180.5
2026-02-11 20:00:00,26.892,3.9169,403.66,107.46,8.7,195.9
2026-02-11 21:00:00,26.51,3.9439,404.26,103.58,6.97,176.2
2026-02-11 22:00:00,27.161,3.9243,401.67,101.43,7.55,174.2
2026-02-11 23:00:00,25.43,3.8713,397.92,106.44,6.97,183.7
2026-02-12 00:00:00,26.144,3.904,402.26,102.78,6.64,185.7
2026-02-12 01:00:00,27.087,3.8446,403.0,102.44,7.48,185.4
2026-02-12 02:00:00,28.331,3.9403,401.1,102.45,7.09,182.9
2026-02-12 03:00:00,28.074,3.9669,400.46,102.92,6.56,185.4
2026-02-12 04:00:00,27.187,3.9287,401.21,102.93,8.42,188.4
2026-02-12 05:00:00,27.48,3.9132,402.38,104.52,7.62,202.1
2026-02-12 06:00:00,25.907,3.9345,398.66,103.45,8.23,184.7
2026-02-12 07:00:00,25.923,3.8529,396.57,104.05,8.26,189.2
2026-02-12 08:00:00,25.487,3.9071,402.91,102.26,7.27,199.4
2026-02-12 09:00:00,26.622,3.9554,398.99,101.82,7.97,189.5
2026-02-12 10:00:00,27.002,3.8571,398.61,107.12,7.55,206.2
2026-02-12 11:00:00,25.841,3.912,401.16,105.34,8.0,183.5
2026-02-12 12:00:00,26.848,3.825,392.4,101.65,9.28,198.6
2026-02-12 13:00:00,28.269,3.9254,395.55,102.5,8.26,181.6
2026-02-12 14:00:00,25.986,3.8453,397.7,101.1,8.35,182.7
2026-02-12 15:00:00,27.79,3.9843,399.81,105.6,8.9,192.2
2026-02-12 16:00:00,26.615,3.9652,402.03,103.73,7.6,190.1
2026-02-12 17:00:00,27.523,3.9352,398.22,103.78,8.14,185.9
2026-02-12 18:00:00,26.69,3.8509,397.57,104.45,8.2,187.0
2026-02-12 19:00:00,28.519,3.8918,402.14,104.43,7.62,197.0
2026-02-12 20:00:00,27.652,3.9011,401.54,108.31,7.3,188.1
2026-02-12 21:00:00,27.227,3.9007,397.57,103.29,7.82,187.4
2026-02-12 22:00:00,26.81,3.9805,400.73,103.46,8.57,196.7
2026-02-12 23:00:00,25.908,3.8702,396.75,104.53,8.7,188.0
2026-02-13 00:00:00,28.595,3.8722,399.09,103.93,8.16,206.8
2026-02-13 01:00:00,26.651,3.9292,400.29,105.8,6.95,178.6
2026-02-13 02:00:00,28.985,3.9641,403.31,103.85,8.87,190.3
2026-02-13 03:00:00,26.674,3.8942,399.27,102.47,7.56,183.3
2026-02-13 04:00:00,28.004,3.9497,403.41,105.68,7.16,195.9
2026-02-13 05:00:00,28.245,3.9217,397.23,99.66,8.14,181.9
2026-02-13 06:00:00,28.313,3.8272,401.69,103.38,6.95,185.7
2026-02-13 07:00:00,27.445,3.9424,402.45,105.88,8.62,185.6
2026-02-13 08:00:00,27.206,3.9088,399.01,101.54,6.36,197.7
2026-02-13 09:00:00,27.663,3.9994,398.51,105.58,8.13,195.0
2026-02-13 10:00:00,27.624,3.9559,401.59,103.31,7.93,187.8
2026-02-13 11:00:00,27.633,3.912,398.75,103.15,8.0,172.4
2026-02-13 12:00:00,27.901,3.9192,390.71,102.37,7.99,167.6
2026-02-13 13:00:00,27.926,3.9498,401.45,105.43,7.92,198.6
2026-02-13 14:00:00,28.142,3.8941,400.29,101.51,6.92,200.2
2026-02-13 15:00:00,28.421,3.8593,395.42,101.03,8.93,193.5
2026-02-13 16:00:00,29.142,3.9639,406.12,105.26,7.55,186.6
2026-02-13 17:00:00,28.48,3.8287,401.72,103.38,9.03,184.4
2026-02-13 18:00:00,26.949,3.9481,390.32,105.6,8.24,184.0
2026-02-13 19:00:00,28.107,3.8757,401.88,104.14,8.61,180.4
2026-02-13 20:00:00,26.996,3.9925,400.93,103.73,7.27,184.8
2026-02-13 21:00:00,27.749,3.8391,399.86,103.61,6.42,190.1
2026-02-13 22:00:00,28.567,3.878,399.34,104.38,7.51,172.5
2026-02-13 23:00:00,27.577,3.8774,398.04,106.08,8.08,182.5
2026-02-14 00:00:00,28.63,3.9796,402.42,101.32,8.48,185.0
2026-02-14 01:00:00,28.721,3.956,402.14,102.72,7.98,196.3
2026-02-14 02:00:00,29.131,3.9205,397.88,105.94,9.16,183.3
2026-02-14 03:00:00,27.985,3.8761,402.59,104.31,7.95,191.8
2026-02-14 04:00:00,27.934,3.8976,399.68,103.04,8.63,183.4
2026-02-14 05:00:00,28.672,3.9349,401.89,104.1,8.18,193.9
2026-02-14 06:00:00,29.533,3.8506,402.51,107.03,8.31,187.3
2026-02-14 07:00:00,30.272,3.9314,397.74,103.85,7.54,200.3
2026-02-14 08:00:00,28.083,3.9629,397.96,104.45,7.65,193.8
2026-02-14 09:00:00,30.261,3.9315,396.34,103.61,8.11,208.9
2026-02-14 10:00:00,28.788,3.8798,397.67,103.92,8.53,180.0
2026-02-14 11:00:00,30.476,3.9634,402.43,104.94,9.96,179.4
2026-02-14 12:00:00,28.755,4.0082,396.3,104.47,7.86,180.6
2026-02-14 13:00:00,28.403,3.8892,400.82,104.74,8.48,190.7
2026-02-14 14:00:00,29.267,3.9307,398.08,102.0,8.67,169.1
2026-02-14 15:00:00,29.732,3.9642,396.23,100.63,7.31,193.1
2026-02-14 16:00:00,28.384,3.9518,401.94,102.5,8.62,175.5
2026-02-14 17:00:00,28.837,3.9113,404.0,105.19,9.21,175.4
2026-02-14 18:00:00,32.075,3.8554,400.83,106.36,8.41,202.1
2026-02-14 19:00:00,28.151,3.8431,398.65,103.14,8.09,186.7
2026-02-14 20:00:00,28.204,3.911,395.73,102.94,8.25,180.9
2026-02-14 21:00:00,29.218,3.9328,404.49,105.82,8.71,195.0
2026-02-14 22:00:00,28.12,3.8565,397.33,103.17,7.88,180.3
2026-02-14 23:00:00,28.845,3.956,398.64,101.05,7.76,188.4
2026-02-15 00:00:00,28.066,4.0076,402.79,106.55,7.49,197.6
2026-02-15 01:00:00,28.588,3.895,397.42,104.31,6.42,199.5
2026-02-15 02:00:00,30.767,3.9744,393.6,104.27,7.38,183.6
2026-02-15 03:00:00,28.136,3.9583,402.15,102.7,8.44,191.4
2026-02-15 04:00:00,30.116,3.8249,399.58,102.53,7.96,169.4
2026-02-15 05:00:00,27.566,3.8932,398.11,102.62,7.88,184.0
2026-02-15 06:00:00,27.564,3.8862,399.98,104.45,6.58,185.6
2026-02-15 07:00:00,29.366,3.8259,400.29,103.21,8.85,202.0
2026-02-15 08:00:00,28.584,3.8731,395.13,103.15,7.3,190.1
2026-02-15 09:00:00,29.679,3.9938,400.82,104.14,7.87,192.7
2026-02-15 10:00:00,28.186,3.9864,397.66,104.13,7.49,199.2
2026-02-15 11:00:00,29.899,3.9319,400.52,104.05,8.44,185.1
2026-02-15 12:00:00,29.774,3.9873,402.98,105.2,7.67,208.1
2026-02-15 13:00:00,27.205,3.8636,406.33,103.38,7.35,173.5
2026-02-15 14:00:00,29.264,3.9594,400.64,101.58,7.94,182.3
2026-02-15 15:00:00,29.159,3.9735,401.36,104.66,9.24,207.1
2026-02-15 16:00:00,27.393,3.9233,396.56,102.89,8.93,179.2
2026-02-15 17:00:00,28.266,3.9631,401.45,101.6,7.94,188.0
2026-02-15 18:00:00,27.649,4.0029,400.28,104.13,8.85,192.0
2026-02-15 19:00:00,27.305,3.9024,401.4,104.31,8.88,199.1
2026-02-15 20:00:00,28.865,3.8946,400.29,106.96,6.74,201.8
2026-02-15 21:00:00,28.814,3.8689,400.16,105.0,6.94,192.3
2026-02-15 22:00:00,28.929,3.8594,400.6,106.18,8.21,182.2
2026-02-15 23:00:00,27.108,3.8164,403.13,103.81,7.98,188.6
2026-02-16 00:00:00,31.078,3.9902,402.28,106.31,7.11,196.7
2026-02-16 01:00:00,32.385,3.8477,397.64,102.9,8.86,193.0
2026-02-16 02:00:00,31.102,3.9381,398.27,104.3,8.0,182.3
2026-02-16 03:00:00,32.66,3.9063,393.47,103.83,9.24,168.7
2026-02-16 04:00:00,32.621,3.915,396.6,104.08,7.16,175.7
2026-02-16 05:00:00,32.131,3.9175,394.9,103.32,8.08,175.2
2026-02-16 06:00:00,32.78,3.8671,401.38,105.06,7.32,194.1
